student_id,cumulative_gpa,prereq_gpa,gpa_trend,credits_completed,avg_study_hours_weekly,lms_logins_per_week,assignment_submission_timing,forum_participation_count,video_lecture_completion_rate,study_session_regularity,co_curricular_hours_weekly,grit_proxy_score,final_outcome
S3073,2.96,2.91,0.102,17,8.0,11,Late,3,0.35,5.0,6.3,0.38,Pass
S4556,3.44,2.79,-0.097,48,9.9,7,On-Time,14,0.86,3.9,7.1,0.77,Pass
S5359,3.40,3.22,0.098,89,23.1,12,Early,13,0.70,3.8,6.0,0.31,Pass
S1891,2.73,1.60,-0.186,88,18.9,15,On-Time,4,1.00,2.1,3.3,0.40,Pass
S8403,3.54,3.97,-0.161,84,19.8,14,Early,16,0.11,3.9,5.1,0.21,At-Risk
S9241,2.99,3.19,0.124,19,12.7,8,Early,11,0.57,1.3,11.4,0.33,Pass
S1137,2.12,2.16,0.032,18,23.5,5,Late,0,0.45,4.3,7.9,0.13,Pass
S3748,3.81,2.62,-0.111,54,13.6,14,Late,7,0.05,4.1,11.5,0.97,Pass
S8924,3.61,3.39,0.066,102,7.3,11,Early,3,0.96,3.8,5.8,0.74,Pass
S3413,3.58,2.08,-0.069,63,19.6,4,On-Time,4,0.86,4.0,4.8,0.51,Pass
S3978,3.91,2.89,-0.092,93,23.7,5,Late,10,0.69,3.5,12.7,0.19,At-Risk
S1144,3.39,3.52,-0.015,39,18.4,6,Late,10,0.95,1.4,6.1,0.46,Pass
S7040,2.56,2.20,0.097,32,22.4,9,Late,13,0.28,1.3,14.0,0.35,Pass
S9056,3.55,1.91,-0.060,61,8.0,6,Late,11,0.68,5.6,9.4,0.42,At-Risk
S2294,3.49,3.95,-0.166,72,11.6,5,On-Time,0,0.90,1.7,9.6,0.16,Pass
S6012,2.53,1.60,-0.015,81,20.6,10,Late,4,0.92,3.1,3.1,0.16,Fail
S7546,2.20,2.36,-0.021,103,6.1,15,On-Time,17,0.52,2.3,0.7,0.33,Pass
S4424,2.41,3.31,0.049,40,12.4,5,Late,6,0.41,2.5,3.3,0.91,At-Risk
S2638,3.51,1.72,0.145,56,18.9,13,Early,0,0.38,1.9,9.8,0.30,Fail
S2297,2.91,1.74,0.152,25,18.7,7,Early,16,0.39,5.1,1.0,0.89,Pass
S4126,3.74,3.11,-0.110,118,18.6,8,Early,16,0.71,3.8,0.2,0.34,Pass
S9531,3.81,3.83,0.039,17,13.4,8,Early,13,0.41,2.1,3.3,0.11,Pass
S7201,3.49,1.69,0.012,19,11.5,12,Late,8,0.76,2.0,8.6,0.05,Pass
S4462,3.91,2.60,0.132,99,13.3,5,Late,12,0.50,2.9,3.2,0.46,Pass
S1857,2.80,2.12,-0.060,45,8.9,15,Early,10,0.97,1.7,12.0,0.95,Pass
S9663,2.55,1.68,0.169,49,8.3,11,Early,12,0.47,4.8,12.7,0.92,At-Risk
S9318,2.89,2.17,0.033,65,19.3,14,Late,16,0.50,2.7,8.1,0.48,Fail
S7986,3.53,2.87,-0.049,19,16.0,12,On-Time,14,0.58,3.9,10.5,0.21,Pass
S3705,2.39,1.82,-0.032,63,5.3,3,On-Time,9,0.97,3.1,9.1,0.10,Fail
S4865,3.61,1.97,0.182,77,21.1,15,Early,10,0.35,1.9,13.0,0.49,Pass
S6962,2.05,3.11,0.039,65,6.2,7,On-Time,1,0.40,4.6,9.9,0.79,At-Risk
S2861,3.45,2.54,-0.183,95,20.4,8,On-Time,6,0.69,5.0,13.7,0.49,Pass
S6027,3.95,3.09,0.147,90,24.9,7,Early,7,0.48,4.1,4.6,0.64,Pass
S5454,3.11,2.99,-0.099,82,12.2,12,On-Time,16,0.26,2.8,2.1,0.74,Fail
S7249,3.23,2.31,0.094,22,20.3,6,On-Time,17,0.06,1.0,7.1,0.84,Pass
S5097,3.99,1.62,-0.082,18,11.4,4,On-Time,3,0.07,5.0,0.9,0.18,Pass
S3069,2.30,1.55,-0.021,43,24.2,4,Late,4,0.85,2.0,14.9,0.80,Pass
S9508,3.33,2.43,-0.169,33,8.7,8,On-Time,1,0.35,2.6,1.6,0.87,Pass
S3934,3.59,1.63,-0.110,21,23.7,14,Early,1,0.44,5.3,7.3,0.61,Pass
S7218,3.15,3.94,-0.174,78,15.6,7,On-Time,4,0.66,2.1,10.1,0.15,Pass
S9471,2.70,3.80,0.098,106,8.4,15,On-Time,2,0.50,3.0,6.9,0.70,Pass
S7372,3.71,3.67,0.157,49,14.1,15,Late,19,0.24,4.5,4.3,0.83,Pass
S8912,2.20,3.33,0.152,68,22.5,12,Early,7,0.30,3.3,9.9,0.74,Pass
S9767,3.54,3.33,-0.110,47,11.1,12,Early,3,0.62,1.6,1.9,0.81,Pass
S1761,3.79,3.67,0.070,43,22.1,11,Early,14,0.42,4.6,10.5,0.85,Pass
S4157,3.84,1.98,0.146,23,18.6,7,Late,9,0.50,2.6,11.5,0.84,Pass
S2721,3.04,3.75,0.036,39,17.1,6,Early,14,0.75,5.9,13.5,0.99,Pass
S7797,3.48,2.45,-0.156,87,17.6,15,Early,13,0.81,3.1,1.8,0.57,Pass
S3859,2.62,3.44,0.192,95,18.7,13,Early,13,0.70,3.1,6.2,0.66,Pass
S6240,2.47,3.30,-0.054,102,8.8,3,On-Time,8,0.13,4.2,10.7,0.88,Fail
S2037,4.00,2.08,0.131,51,11.6,8,Late,16,0.72,1.9,8.6,0.79,Fail
S4383,3.92,3.97,-0.199,52,6.3,13,On-Time,2,0.27,3.4,2.5,0.37,Pass
S1575,3.66,2.65,0.092,80,10.8,15,On-Time,1,0.99,1.3,7.6,0.92,Pass
S7763,2.51,2.99,-0.013,104,18.1,10,On-Time,2,0.12,2.0,13.3,0.20,Pass
S1178,3.84,1.61,-0.147,88,24.4,15,Early,12,0.46,4.7,14.8,0.67,Pass
S6109,3.46,1.86,0.057,79,10.1,14,On-Time,1,0.77,3.4,1.8,0.14,Fail
S1109,3.76,1.79,0.128,84,20.1,7,Late,2,0.03,5.6,8.6,0.32,Pass
S4134,2.01,2.05,-0.020,100,16.3,3,Early,13,0.89,2.3,1.7,0.83,Pass
S3604,3.28,3.49,0.054,58,17.9,15,On-Time,17,0.06,5.7,13.8,0.83,Pass
S9581,3.37,2.62,0.088,108,13.2,15,Late,12,0.29,1.2,9.9,0.36,Pass
S6552,3.20,3.60,-0.009,88,7.2,7,Late,10,0.12,3.8,6.5,0.93,Pass
S5525,3.19,3.44,-0.083,42,19.7,7,On-Time,13,0.82,1.9,11.9,0.05,At-Risk
S8412,3.92,2.97,0.013,56,8.7,8,Late,11,0.93,1.1,1.4,0.61,At-Risk
S5916,2.56,1.57,-0.048,40,21.7,12,On-Time,2,0.47,4.3,11.9,0.50,Pass
S6387,2.67,1.78,0.103,22,21.9,3,Early,17,0.66,2.5,8.9,0.72,At-Risk
S5376,3.44,3.24,-0.129,33,21.4,5,Early,10,0.73,5.7,6.2,0.90,At-Risk
S5844,3.25,3.15,0.044,98,17.2,13,Late,10,0.32,4.7,10.1,0.98,Pass
S3249,2.62,1.52,0.087,109,12.9,3,On-Time,10,0.20,2.1,5.4,0.55,At-Risk
S4987,2.24,2.26,-0.183,28,13.0,11,Early,10,0.61,4.8,11.4,0.05,Pass
S2892,2.27,1.97,0.196,54,20.9,15,On-Time,1,0.43,4.6,0.5,0.69,At-Risk
S8779,3.70,3.72,0.090,70,18.0,7,Late,13,0.80,5.7,12.0,0.05,Pass
S4229,2.79,1.60,-0.086,86,6.0,9,Late,17,0.05,3.5,7.7,0.53,Fail
S9113,2.40,1.95,0.016,95,18.4,15,Late,12,0.02,2.5,5.5,0.16,Fail
S7543,2.37,3.30,0.128,25,14.2,15,Early,0,0.13,2.4,11.9,0.52,Pass
S3237,3.57,2.25,-0.075,98,9.9,14,Late,18,0.75,5.4,0.7,0.58,At-Risk
S1523,2.94,3.48,0.034,78,11.6,3,Early,18,0.79,4.4,3.9,0.95,At-Risk
S5421,3.06,2.49,0.117,102,15.0,14,Early,17,0.52,3.6,0.3,0.70,Pass
S7563,2.60,2.82,-0.016,65,24.0,5,Late,10,0.04,3.9,6.3,0.72,Pass
S6882,2.11,2.88,0.157,72,5.4,15,Late,4,0.91,5.5,14.2,0.47,Pass
S9310,2.62,2.62,0.030,44,21.8,6,Early,11,0.91,5.1,13.6,0.36,At-Risk
S9955,2.52,3.97,-0.134,92,8.9,3,On-Time,2,0.81,5.2,0.8,0.18,Pass
S1456,2.94,1.79,0.163,15,9.5,5,On-Time,9,0.79,1.7,10.5,0.40,Pass
S1515,2.43,2.63,0.021,15,21.5,9,Late,10,0.84,5.2,7.5,0.26,Pass
S4789,2.05,2.00,-0.135,67,20.5,6,Late,4,0.08,2.8,9.1,0.82,Pass
S9649,2.48,3.75,-0.059,110,5.1,5,On-Time,12,0.16,5.5,14.8,0.53,Fail
S2488,3.55,3.37,0.144,26,16.5,12,Early,7,0.99,4.6,0.1,0.94,Pass
S9578,2.58,2.59,-0.013,31,9.0,8,Late,16,0.41,3.7,9.5,0.61,Pass
S4671,3.07,3.40,0.084,84,12.8,11,Late,12,0.70,4.2,12.5,0.40,Pass
S2829,3.07,2.64,0.152,41,17.7,11,Early,12,0.95,1.6,0.8,0.57,Pass
S7192,3.74,3.90,-0.113,74,7.3,14,Early,8,0.68,4.1,12.0,0.48,Pass
S8656,2.50,1.73,-0.045,40,22.7,3,Late,0,0.34,2.9,11.2,0.85,Pass
S6685,2.20,3.65,0.015,47,15.7,8,Late,19,0.35,3.0,13.4,0.68,Pass
S3713,3.81,3.67,0.037,94,19.9,3,On-Time,19,0.10,2.1,10.3,0.48,At-Risk
S8866,2.99,1.62,0.035,21,10.8,14,Early,6,0.88,2.8,1.6,0.44,At-Risk
S7973,3.05,3.10,-0.145,45,11.6,7,Late,5,0.66,4.7,2.8,0.44,Pass
S3074,3.61,3.35,-0.036,83,7.5,7,Early,15,0.33,2.3,6.3,0.26,Fail
S1905,2.62,3.37,-0.130,103,14.0,9,On-Time,9,0.62,4.1,0.3,0.37,At-Risk
S2074,3.91,2.93,0.111,87,12.4,6,Early,12,0.02,1.4,0.6,0.98,Pass
S7893,2.97,2.63,-0.150,76,8.9,3,Early,8,0.24,3.6,11.4,0.47,Pass
S3097,2.12,3.15,-0.179,16,18.4,6,On-Time,1,0.13,2.2,13.1,0.28,Pass
S2905,2.84,2.98,0.054,15,21.3,6,On-Time,9,0.13,1.2,5.9,0.71,Pass
S5145,3.29,3.68,-0.081,55,24.3,14,Early,6,0.53,1.1,4.2,0.54,Pass
S4421,3.94,2.81,0.133,32,21.6,9,Early,12,0.28,4.2,3.1,0.19,Pass
S1530,2.23,2.49,0.055,54,19.8,4,Early,0,0.95,2.1,0.6,0.85,Pass
S5600,2.21,2.21,0.121,41,12.2,7,Late,6,0.27,6.0,12.8,0.88,At-Risk
S1675,3.06,2.83,0.145,71,14.9,14,Late,3,0.27,1.5,9.0,0.32,Pass
S2704,3.51,1.52,-0.071,52,20.7,10,Early,17,0.79,3.7,11.2,0.48,Pass
S1162,3.08,3.35,-0.082,104,14.8,14,On-Time,11,0.19,3.6,8.1,0.63,Pass
S6770,3.88,3.02,0.138,74,16.2,13,Late,17,0.32,2.1,9.7,0.63,Pass
S8026,3.31,3.80,0.157,53,19.4,9,Late,9,0.05,3.0,5.0,0.81,Pass
S3529,2.18,3.23,0.095,38,11.7,15,Early,5,0.14,4.2,8.0,0.35,Pass
S8301,3.45,3.98,0.043,33,8.2,7,Late,12,0.96,2.6,4.7,0.29,Pass
S5583,3.40,3.34,0.102,66,11.7,7,Late,1,0.58,2.2,10.7,0.64,At-Risk
S5822,3.30,3.15,-0.199,71,9.6,9,Late,6,0.15,3.9,13.6,0.23,Pass
S7822,2.31,2.75,0.117,28,23.7,12,Early,16,0.49,5.6,2.6,0.47,Pass
S1267,2.79,2.70,-0.157,44,16.1,10,Late,17,0.57,2.0,2.0,0.01,Pass
S8099,3.73,3.30,0.140,74,16.2,14,Early,4,0.97,5.1,3.1,0.92,At-Risk
S9456,2.43,1.87,0.009,73,23.6,10,On-Time,4,0.77,3.4,4.9,0.08,Pass
S3151,3.20,1.50,-0.086,32,20.2,15,Early,14,0.36,2.7,3.7,0.64,Pass
S6898,2.23,1.60,0.113,86,16.4,7,Late,1,0.02,4.1,1.6,0.98,Pass
S4770,2.24,1.53,-0.088,102,16.5,13,On-Time,15,0.47,3.6,14.9,0.44,Pass
S7587,3.25,1.59,0.190,52,16.4,3,On-Time,12,0.61,3.9,9.8,0.63,At-Risk
S4225,2.04,3.75,0.036,91,8.4,15,Early,19,0.08,3.2,11.4,0.30,Pass
S6048,3.52,2.82,0.031,20,18.4,14,Early,11,0.53,3.1,2.4,0.91,At-Risk
S1936,3.70,3.90,0.008,54,18.3,15,On-Time,14,0.65,1.7,1.7,0.50,Pass
S3637,2.50,3.37,0.036,92,9.3,5,Early,5,0.29,3.5,8.4,0.42,At-Risk
S3394,2.94,2.88,-0.136,114,10.0,3,Late,16,0.32,4.4,10.4,0.04,Pass
S1085,2.08,2.26,0.153,91,13.1,15,On-Time,0,0.02,2.8,8.2,0.54,Pass
S8330,3.29,2.23,0.149,97,16.2,8,Late,18,0.14,2.4,5.2,0.33,Pass
S2295,2.04,3.94,0.122,111,20.3,14,Late,17,0.88,3.5,11.6,0.74,Pass
S2146,3.89,2.61,-0.190,38,10.4,14,Late,6,0.56,1.5,7.1,0.08,At-Risk
S2392,3.99,3.40,-0.181,30,22.9,12,Early,10,0.61,4.0,5.4,0.11,At-Risk
S3575,3.60,3.07,0.189,83,24.1,12,On-Time,17,0.16,5.0,9.7,0.52,Pass
S5016,3.90,1.93,0.100,116,13.9,14,On-Time,9,0.43,5.8,9.1,0.16,At-Risk
S6612,3.81,3.27,-0.082,93,9.2,3,Early,13,0.63,4.7,7.0,0.79,Pass
S5871,2.99,3.48,0.147,59,11.9,3,Early,9,0.12,1.7,0.0,0.87,Pass
S5682,3.61,3.96,-0.088,24,24.9,15,Early,1,0.01,2.3,10.2,0.59,Pass
S5520,3.27,1.64,0.108,53,11.1,9,Early,2,0.42,5.6,6.7,1.00,Pass
S5063,3.53,3.03,0.063,114,10.2,9,Early,0,0.17,1.8,7.7,0.17,At-Risk
S6436,3.46,2.29,-0.159,98,15.8,3,Late,16,0.59,3.0,10.9,0.61,Pass
S3557,3.73,2.16,0.033,42,20.6,6,Early,10,0.56,3.9,4.8,0.42,Pass
S3293,3.49,1.80,0.162,69,19.8,4,Early,1,0.29,3.7,3.9,0.86,Pass
S8411,2.76,1.67,0.150,17,10.9,3,On-Time,11,0.17,5.7,6.0,0.36,Pass
S2519,3.45,3.41,0.183,28,11.6,13,Early,13,0.73,4.6,1.4,0.10,Pass
S6493,2.75,3.40,-0.001,98,22.0,10,Late,3,0.77,2.9,2.1,0.78,At-Risk
S8087,3.06,1.77,-0.040,30,23.9,10,Late,12,0.94,4.4,1.5,0.11,Pass
S9708,3.14,1.82,-0.083,63,13.2,14,On-Time,9,0.42,1.8,5.4,0.16,Fail
S9566,3.66,2.96,0.035,63,8.2,7,On-Time,16,0.48,4.8,7.6,0.67,Pass
S3675,2.89,3.15,0.188,52,19.4,12,Early,11,0.16,3.9,13.8,0.85,Fail
S8418,2.64,2.84,-0.118,114,14.4,14,Early,8,0.22,2.4,8.9,0.37,Pass
S6647,3.21,2.72,-0.067,66,13.1,5,Late,1,0.05,5.6,8.8,0.49,Pass
S1541,2.45,3.35,0.045,61,15.8,11,On-Time,2,0.48,1.7,10.4,0.63,Pass
S4680,2.76,2.85,0.109,28,11.8,10,On-Time,6,0.35,5.2,2.0,0.68,Pass
S3069,2.04,1.99,-0.012,112,18.5,6,Early,19,0.42,5.6,6.5,0.02,Pass
S6061,3.40,3.95,0.197,78,10.2,9,Late,9,0.04,5.2,10.8,0.92,Pass
S5420,2.84,2.01,0.037,108,16.3,3,On-Time,3,0.57,5.2,3.0,0.81,Pass
S7974,2.39,3.66,-0.198,48,17.4,11,Late,7,0.52,1.5,7.1,0.74,At-Risk
S5589,3.22,3.07,-0.179,18,10.2,6,Early,4,0.79,2.8,13.5,0.74,Pass
S1425,3.08,1.69,-0.059,23,18.8,5,Late,1,0.66,3.7,5.5,0.16,Pass
S6698,3.49,2.68,0.019,38,13.2,8,Late,11,0.30,4.6,13.8,0.08,Pass
S5413,2.20,2.73,0.039,81,23.5,10,Early,18,0.94,1.4,4.7,0.35,Fail
S3791,3.31,3.13,-0.197,79,19.9,12,On-Time,19,0.05,5.9,5.5,0.93,Pass
S4353,3.50,2.49,-0.174,61,16.7,3,Early,19,0.03,2.0,8.5,0.55,At-Risk
S7883,3.73,1.64,-0.019,20,21.4,3,Early,13,0.39,1.3,8.3,0.79,At-Risk
S4745,2.03,1.91,0.124,98,16.4,12,On-Time,8,0.45,4.7,3.8,0.25,Pass
S9255,3.59,3.60,-0.160,104,24.6,11,Early,7,0.86,2.4,11.3,0.30,Fail
S4100,2.82,1.97,0.146,120,16.1,12,Late,11,0.60,5.8,4.9,0.59,At-Risk
S6002,2.55,3.94,0.092,76,17.4,14,Early,18,0.32,5.9,2.2,0.34,At-Risk
S7108,2.12,1.57,0.090,19,11.5,9,On-Time,11,0.97,5.1,8.8,0.06,Pass
S7827,2.50,1.61,-0.083,53,18.0,9,Late,12,0.32,3.3,1.3,0.29,Pass
S8063,3.11,3.63,-0.173,47,13.1,7,On-Time,1,0.64,3.6,1.5,0.40,At-Risk
S6093,3.59,2.20,0.104,34,9.5,7,Early,8,0.72,1.4,8.4,0.62,Pass
S2532,2.12,1.77,0.102,83,23.2,3,On-Time,9,0.01,2.6,11.9,0.80,At-Risk
S9117,2.63,3.68,-0.100,84,20.0,12,On-Time,1,0.51,4.9,14.3,0.63,Fail
S1278,3.35,2.57,-0.177,88,18.0,14,Late,18,0.76,3.9,4.6,0.27,At-Risk
S7714,2.13,2.79,-0.050,107,7.2,8,Early,8,0.95,4.7,14.9,0.55,At-Risk
S1435,2.08,3.55,-0.143,55,15.0,7,Late,4,0.13,1.1,1.4,0.36,At-Risk
S6001,3.73,2.00,0.139,80,7.6,7,Early,4,0.93,2.1,0.4,0.80,Pass
S4923,2.42,1.72,0.123,95,5.0,11,Late,5,0.37,2.6,12.0,0.09,Fail
S9437,2.14,2.15,-0.058,97,11.8,7,On-Time,16,0.57,5.0,7.0,0.56,Pass
S3127,3.47,2.70,-0.016,18,9.5,10,Early,10,0.50,5.6,13.1,0.06,At-Risk
S6122,3.70,3.18,0.063,16,23.9,7,On-Time,14,0.07,5.2,8.4,0.55,Fail
S8815,2.10,3.12,-0.055,106,22.6,15,Early,13,0.25,6.0,6.0,0.92,Pass
S4348,3.23,3.00,0.178,88,6.1,7,Late,12,0.84,1.0,5.0,0.10,Fail
S9310,2.14,3.47,-0.158,111,18.4,10,On-Time,19,0.34,5.2,3.6,0.06,At-Risk
S9388,3.60,1.99,-0.018,17,8.8,6,Early,6,0.85,2.8,13.1,0.41,Pass
S2913,2.09,1.69,-0.061,82,23.1,8,On-Time,6,0.96,2.7,5.6,0.46,Pass
S2550,3.65,3.09,-0.068,72,24.6,11,On-Time,9,0.23,3.1,11.6,0.12,Pass
S1575,3.37,2.33,0.120,50,12.2,3,Early,16,0.48,5.2,7.6,0.94,Pass
S3471,2.66,2.60,0.088,90,8.6,11,Early,19,0.15,4.3,13.2,0.14,Pass
S8816,2.99,3.90,-0.015,63,12.9,9,On-Time,13,0.44,1.6,14.1,0.54,Pass
S8663,3.32,3.98,-0.138,110,23.0,8,Early,3,0.90,1.4,4.3,0.62,At-Risk
S8902,2.83,1.74,-0.159,30,10.9,12,Late,4,0.79,4.7,10.2,0.18,Fail
S4311,3.24,2.38,-0.145,70,6.4,9,On-Time,13,0.30,2.2,8.4,0.31,Fail
S3264,3.31,1.62,0.197,15,22.7,5,Late,1,0.41,4.0,11.8,0.63,Pass
S8321,2.84,2.24,-0.192,64,8.9,15,On-Time,4,0.23,2.8,3.3,0.07,Pass
S4166,3.63,3.88,0.157,34,13.1,4,Late,18,0.76,4.3,14.7,0.63,Pass
S6613,3.88,3.07,-0.162,99,11.6,3,Early,15,0.58,4.8,7.2,0.72,Fail
S3636,2.47,3.29,-0.083,87,17.1,6,On-Time,0,0.95,1.4,7.9,0.34,Pass
S8672,2.42,3.26,0.189,79,11.3,9,On-Time,2,0.28,3.6,3.4,0.00,At-Risk
S7630,3.24,1.92,0.153,103,6.9,11,Late,11,0.92,3.2,4.8,0.03,Pass
S6346,2.26,2.11,-0.129,42,10.3,11,Early,8,0.73,3.4,4.1,0.95,Fail
S9455,3.77,2.72,-0.079,34,24.6,15,Late,16,0.96,2.8,3.8,0.94,Pass
S6884,2.96,2.44,-0.194,98,10.9,9,Early,2,0.34,2.3,12.1,0.42,Pass
S1446,2.56,3.72,-0.156,65,19.0,12,Late,10,0.40,2.1,12.4,0.52,At-Risk
S5246,2.23,3.83,0.072,73,15.3,4,Early,5,0.44,5.2,2.4,0.86,At-Risk
S6881,3.45,2.80,-0.186,118,8.0,7,On-Time,0,0.66,2.4,14.9,0.81,At-Risk
S3637,3.00,3.98,0.043,32,9.9,15,On-Time,13,0.38,1.6,11.6,0.38,Fail
S6159,2.89,3.16,-0.023,15,5.6,9,Early,19,0.41,5.4,4.7,0.14,Fail
S6315,2.79,3.23,-0.161,86,15.6,8,Early,15,0.86,5.6,6.5,0.05,Pass
S9218,3.64,1.81,-0.166,96,14.1,14,On-Time,18,0.11,1.7,3.6,0.00,Pass
S7628,3.75,2.14,-0.136,119,21.9,8,On-Time,12,0.59,1.3,11.6,0.43,Fail
S4206,2.96,3.82,-0.170,51,21.6,5,On-Time,14,0.72,4.0,12.2,0.30,Pass
S9320,3.09,2.25,0.052,70,7.1,12,Late,17,0.09,5.5,14.7,0.39,Pass
S7407,3.37,2.08,-0.151,19,23.8,15,Early,4,0.68,2.6,6.5,0.69,Pass
S4070,2.06,2.44,0.013,33,22.4,4,On-Time,5,0.85,5.6,11.8,0.14,Pass
S7410,3.86,2.76,-0.189,112,11.3,10,On-Time,10,0.19,2.3,0.8,0.31,At-Risk
S6294,3.44,3.45,0.071,58,22.0,13,On-Time,6,0.67,4.3,11.1,0.53,At-Risk
S1532,3.60,3.84,-0.040,74,21.9,7,On-Time,3,0.60,4.5,7.0,0.68,Pass
S4189,3.45,2.95,0.016,97,18.0,8,Late,5,0.25,5.6,9.3,0.60,Pass
S7489,2.13,1.79,0.062,33,17.8,14,On-Time,14,0.26,1.5,14.5,0.87,Pass
S4034,2.30,3.83,-0.061,69,19.4,5,Early,5,0.10,1.8,3.7,0.38,Pass
S5318,2.16,3.89,-0.103,103,7.5,12,Late,9,0.40,1.7,2.8,0.94,Fail
S4731,3.09,3.04,-0.018,67,17.4,12,On-Time,13,0.60,2.0,6.1,0.92,At-Risk
S7549,2.70,3.65,-0.146,22,13.4,10,Late,12,0.44,1.1,2.9,0.58,Pass
S1606,3.32,3.56,0.178,58,14.6,3,On-Time,16,0.35,1.3,1.7,0.61,Pass
S5629,2.82,1.89,0.023,83,23.6,4,Early,9,0.44,1.2,13.3,0.06,Fail
S1454,2.81,2.09,-0.001,31,20.4,7,Late,18,0.87,2.3,1.5,0.71,Fail
S8589,3.89,3.36,0.189,78,9.4,10,Late,0,0.83,2.5,8.6,0.41,Pass
S3838,2.25,2.21,-0.006,74,9.7,11,Early,7,0.33,1.6,7.9,0.16,Pass
S2970,2.25,1.61,-0.070,72,7.2,8,Late,16,0.42,5.1,12.5,0.80,Fail
S2633,2.09,3.29,-0.063,40,8.6,11,Late,17,0.77,3.5,14.9,0.61,Pass
S4995,2.45,1.87,0.003,40,6.1,6,Late,17,0.60,5.4,9.7,0.24,Pass
S7826,2.05,2.51,-0.129,102,23.3,12,Early,6,0.39,4.7,11.2,0.73,Pass
S6988,3.00,2.16,-0.155,51,19.6,3,Early,19,0.86,3.2,10.9,0.52,Pass
S6559,3.07,2.38,0.048,52,15.2,5,Late,14,0.20,4.7,3.0,0.76,Pass
S7048,2.53,2.39,-0.039,68,23.1,6,Early,8,0.50,1.1,2.3,0.34,Pass
S7431,3.80,1.61,0.177,115,20.4,15,On-Time,6,0.85,3.4,9.3,0.30,At-Risk
S4970,2.56,1.76,0.022,81,15.9,3,On-Time,12,0.62,5.0,3.4,0.75,Pass
S6038,3.55,3.87,-0.036,94,14.7,5,Early,1,0.77,4.2,2.5,0.34,At-Risk
S9416,2.68,1.59,-0.142,60,8.7,13,Late,3,0.36,4.8,8.3,0.85,Pass
S6778,3.75,2.34,0.160,22,22.9,10,Early,2,0.49,3.7,1.1,0.60,Pass
S2341,2.31,3.97,0.150,40,15.5,5,Late,4,0.37,2.9,6.6,0.65,Fail
S1891,3.97,2.31,0.100,103,13.6,6,On-Time,19,0.28,2.4,2.5,0.02,Fail
S4660,2.87,3.37,0.024,19,10.7,5,Early,19,0.57,2.8,7.3,0.32,Pass
S6761,2.32,1.93,0.150,39,18.9,14,Late,12,0.02,2.2,8.9,0.62,Pass
S9171,2.53,3.97,-0.054,97,11.7,15,Early,9,0.12,4.4,6.7,0.53,At-Risk
S7457,2.45,3.55,-0.151,83,19.4,12,Early,15,0.25,4.2,12.0,0.50,At-Risk
S5729,3.44,2.60,-0.083,110,5.6,9,Late,14,0.64,5.4,4.8,0.18,At-Risk
S9536,3.05,3.26,0.157,103,13.4,10,On-Time,15,0.61,3.8,11.5,0.15,Pass
S8668,3.42,2.28,0.162,29,21.9,5,Early,17,0.71,4.3,11.3,0.32,Fail
S8088,3.75,3.46,0.190,51,11.7,6,On-Time,6,0.39,1.3,7.5,1.00,Pass
S5467,2.19,3.90,-0.072,76,9.1,13,On-Time,16,0.61,4.1,9.1,0.27,Pass
S5028,3.66,3.64,0.073,35,17.7,10,Late,16,0.41,4.1,11.3,0.21,Pass
S6680,2.09,3.52,-0.023,116,17.5,11,Early,2,0.29,2.7,12.5,0.10,Pass
S1652,2.30,1.72,-0.121,96,11.4,3,Late,13,0.12,5.0,0.3,0.73,Pass
S8103,3.29,2.83,-0.022,32,6.0,15,Late,16,0.63,4.4,9.0,0.29,At-Risk
S2425,3.04,3.56,-0.128,16,19.7,3,Late,0,0.98,1.9,11.6,0.60,Fail
S9198,3.53,2.67,0.003,28,14.2,10,On-Time,16,0.87,2.3,9.3,0.61,Pass
S3034,3.16,3.05,0.054,106,10.9,14,Late,11,0.05,3.5,14.2,0.45,Pass
S6762,2.32,2.21,0.120,96,20.0,13,Early,11,0.41,2.9,11.7,0.36,At-Risk
S7682,2.21,2.89,-0.192,108,14.1,8,Late,18,0.87,1.6,9.8,0.38,Pass
S8852,3.66,3.79,0.086,51,21.5,15,Early,14,0.76,5.8,14.8,0.71,Pass
S3634,3.07,3.43,0.037,39,24.3,3,On-Time,16,0.52,4.4,2.9,0.92,Fail
S5956,3.27,3.32,-0.060,120,24.2,3,On-Time,2,0.76,5.3,4.5,0.46,Pass
S1018,3.36,2.19,-0.184,98,11.8,9,On-Time,19,0.06,5.9,4.1,0.38,Pass
S7413,2.30,3.82,-0.101,71,13.1,6,Late,6,0.11,3.4,4.0,0.90,Pass
S2868,3.43,3.92,-0.071,80,17.1,5,Early,18,0.05,2.3,7.5,0.40,Pass
S8089,3.55,2.16,-0.049,66,10.3,6,On-Time,19,0.05,3.4,8.0,0.00,At-Risk
S4421,2.83,3.91,0.115,78,10.5,4,Late,1,0.49,3.3,1.5,0.70,At-Risk
S2293,2.18,3.79,-0.052,57,16.7,14,On-Time,10,0.39,5.4,11.1,0.83,Pass
S3666,3.28,1.83,0.012,56,16.7,14,Early,8,0.87,1.2,14.0,0.19,Pass
S8955,2.95,3.23,-0.200,56,19.5,14,On-Time,11,0.72,2.9,8.5,0.25,Pass
S5141,2.12,3.70,-0.199,75,24.5,11,Late,18,0.55,5.2,10.4,0.20,Pass
