student_id,cumulative_gpa,gpa_trend,failed_courses_count,credits_per_semester_avg,attendance_percentage,stream_choice_satisfaction,lms_engagement_score,assignment_lateness_rate,library_resource_usage,co_curricular_involvement,help_seeking_behavior,scholarship_status,is_first_generation_learner,location_type,dropout_status
S71192,3.11,0.135,1,15.1,0.86,3,13.1,0.37,24,4,FALSE,TRUE,FALSE,Urban,0
S56776,3.91,0.129,0,15.1,0.99,5,20.3,0.04,55,3,TRUE,FALSE,TRUE,Rural,0
S15267,3.77,0.294,0,15.5,0.97,4,16.4,0.08,53,3,TRUE,TRUE,FALSE,Rural,0
S62243,3.89,0.241,0,17.4,0.97,5,19.6,0.05,25,2,TRUE,TRUE,TRUE,Rural,0
S49641,1.63,-0.320,4,10.3,0.69,2,6.3,0.46,0,0,FALSE,TRUE,FALSE,Urban,1
S57929,2.35,-0.190,2,12.4,0.73,3,12.4,0.13,5,1,FALSE,TRUE,FALSE,Urban,1
S40918,3.44,0.103,0,16.2,0.99,5,16.2,0.06,54,2,TRUE,TRUE,TRUE,Urban,0
S10682,2.66,0.105,1,12.8,0.83,2,10.3,0.44,17,1,TRUE,FALSE,FALSE,Urban,0
S40331,2.46,-0.101,2,17.4,0.78,3,13.8,0.05,13,1,TRUE,FALSE,FALSE,Rural,1
S80326,3.33,0.064,0,16.2,0.91,5,22.7,0.09,20,2,TRUE,FALSE,TRUE,Rural,0
S13447,3.33,0.239,0,15.9,0.92,4,17.2,0.03,43,1,TRUE,FALSE,FALSE,Urban,0
S41614,2.19,-0.150,3,14.0,0.77,1,0.3,0.99,5,0,FALSE,FALSE,FALSE,Rural,1
S46780,3.69,0.189,0,16.9,0.97,5,19.0,0.00,48,2,TRUE,FALSE,FALSE,Rural,0
S83742,2.25,-0.104,1,17.8,0.90,3,18.0,0.36,26,0,FALSE,FALSE,TRUE,Rural,0
S13548,3.69,0.082,0,17.5,0.95,5,24.4,0.03,26,3,TRUE,TRUE,FALSE,Urban,0
S98276,3.22,0.114,1,17.6,0.80,2,15.3,0.45,7,3,FALSE,TRUE,FALSE,Urban,0
S44205,3.35,0.097,0,17.0,0.91,5,18.5,0.06,49,3,TRUE,TRUE,TRUE,Rural,0
S12187,3.23,0.098,0,16.2,0.94,5,20.2,0.06,51,2,TRUE,FALSE,TRUE,Urban,0
S41327,1.46,-0.417,2,12.3,0.75,3,2.8,0.82,5,0,FALSE,FALSE,TRUE,Urban,1
S94888,2.98,-0.099,2,13.0,0.75,2,18.8,0.37,32,2,FALSE,FALSE,TRUE,Rural,0
S99578,2.04,-0.140,3,11.2,0.75,3,1.5,0.61,3,1,FALSE,TRUE,FALSE,Rural,1
S79398,2.21,-0.174,0,14.8,0.85,3,13.8,0.40,24,4,FALSE,TRUE,TRUE,Urban,0
S89822,2.91,-0.103,2,12.1,0.86,4,15.0,0.42,5,4,TRUE,TRUE,TRUE,Urban,0
S19213,1.66,-0.317,1,10.1,0.53,1,5.7,0.50,9,0,FALSE,TRUE,FALSE,Rural,0
S53619,1.68,-0.137,2,11.0,0.51,1,6.7,0.89,7,0,FALSE,TRUE,TRUE,Rural,1
S87789,3.29,-0.017,2,15.1,0.81,4,11.0,0.36,7,4,TRUE,FALSE,FALSE,Rural,0
S48826,2.83,0.147,1,16.2,0.71,4,19.9,0.38,13,1,TRUE,TRUE,TRUE,Urban,0
S78091,3.27,0.298,0,15.8,0.94,4,22.6,0.03,44,1,TRUE,TRUE,FALSE,Rural,0
S12396,3.08,-0.171,2,14.6,0.84,3,8.2,0.28,33,2,TRUE,TRUE,FALSE,Urban,0
S53448,2.96,0.097,0,13.6,0.88,2,7.5,0.26,22,1,TRUE,TRUE,FALSE,Rural,1
S85884,3.58,0.274,0,15.9,0.99,5,20.7,0.00,21,1,TRUE,FALSE,FALSE,Urban,0
S82534,2.81,-0.053,0,15.5,0.91,3,17.4,0.06,24,0,FALSE,TRUE,TRUE,Urban,0
S33862,2.33,0.128,1,13.9,0.85,4,5.7,0.42,14,1,TRUE,TRUE,TRUE,Rural,0
S31653,3.39,0.226,0,16.2,0.98,5,18.7,0.06,38,2,TRUE,FALSE,FALSE,Urban,0
S26444,3.45,0.049,0,15.2,0.94,5,20.4,0.10,20,2,TRUE,FALSE,FALSE,Urban,0
S38335,2.52,0.050,1,15.2,0.80,2,9.7,0.12,13,1,TRUE,FALSE,FALSE,Rural,0
S24211,3.99,0.128,0,15.8,0.94,4,22.6,0.05,38,2,TRUE,FALSE,TRUE,Rural,0
S38382,3.32,0.266,0,16.2,0.94,5,21.7,0.05,20,2,TRUE,FALSE,FALSE,Urban,0
S46617,2.26,0.024,1,16.0,0.75,3,15.9,0.43,7,0,TRUE,FALSE,FALSE,Urban,0
S47581,3.48,0.177,0,17.8,0.91,5,20.1,0.03,24,3,TRUE,TRUE,TRUE,Rural,0
S43011,3.28,0.283,0,17.9,0.91,4,24.0,0.05,52,3,TRUE,FALSE,TRUE,Urban,0
S30140,1.23,-0.493,3,11.7,0.40,2,0.7,0.86,3,1,FALSE,FALSE,TRUE,Rural,1
S26795,2.73,0.152,0,17.9,0.76,2,6.8,0.08,11,3,TRUE,FALSE,TRUE,Urban,0
S96021,3.39,0.135,2,16.1,0.80,4,11.8,0.12,21,4,FALSE,TRUE,TRUE,Urban,0
S67016,1.88,-0.221,3,15.0,0.55,3,5.0,0.98,4,1,FALSE,FALSE,TRUE,Urban,0
S41072,3.39,0.076,0,17.4,0.94,4,16.7,0.02,26,2,TRUE,TRUE,FALSE,Rural,0
S36713,3.12,0.164,0,15.7,0.90,2,18.3,0.06,24,3,TRUE,TRUE,FALSE,Rural,1
S32890,3.49,0.272,0,15.3,0.98,4,21.5,0.10,27,3,TRUE,FALSE,FALSE,Rural,0
S42301,3.91,0.211,0,18.0,0.91,4,24.6,0.03,30,3,TRUE,TRUE,FALSE,Urban,0
S84879,3.25,-0.045,1,15.6,0.78,4,19.1,0.43,11,3,FALSE,TRUE,TRUE,Urban,1
S34856,3.17,-0.116,2,12.9,0.75,2,13.4,0.21,11,1,TRUE,FALSE,FALSE,Rural,0
S96843,2.72,0.184,1,15.9,0.78,4,15.3,0.12,30,0,FALSE,TRUE,TRUE,Rural,0
S36418,2.97,0.076,1,17.4,0.71,2,10.1,0.21,14,0,TRUE,FALSE,FALSE,Urban,0
S30818,3.37,0.007,0,17.3,0.97,4,21.5,0.00,45,2,TRUE,FALSE,TRUE,Rural,0
S87582,3.34,0.139,0,17.6,0.90,5,22.4,0.04,33,1,TRUE,FALSE,TRUE,Urban,0
S44612,3.92,0.074,0,17.9,0.93,5,17.9,0.08,24,2,TRUE,FALSE,TRUE,Rural,0
S54127,2.96,0.110,1,16.6,0.92,2,19.7,0.06,30,0,FALSE,FALSE,TRUE,Rural,0
S92067,2.58,0.134,0,14.7,0.74,2,14.0,0.43,15,3,TRUE,FALSE,TRUE,Rural,1
S71442,3.76,0.243,0,16.3,0.93,4,21.6,0.02,43,2,TRUE,FALSE,FALSE,Rural,0
S93526,3.71,0.240,0,16.1,0.97,5,20.9,0.02,24,3,TRUE,FALSE,TRUE,Rural,0
S20829,1.36,-0.110,3,14.1,0.53,2,7.1,0.51,1,0,FALSE,FALSE,FALSE,Urban,1
S58522,1.96,-0.414,4,10.4,0.51,2,0.9,0.75,6,1,FALSE,TRUE,FALSE,Rural,0
S87080,1.80,-0.433,2,13.0,0.48,3,2.0,0.72,6,0,FALSE,TRUE,FALSE,Rural,1
S94199,2.57,0.040,2,12.3,0.78,4,9.9,0.06,9,1,FALSE,TRUE,TRUE,Urban,0
S45091,1.64,-0.256,3,9.9,0.51,2,2.3,0.60,8,1,FALSE,TRUE,TRUE,Urban,1
S83557,3.39,0.163,0,16.9,0.93,4,20.1,0.08,51,2,TRUE,TRUE,TRUE,Rural,0
S31822,1.15,-0.199,1,10.0,0.77,3,3.3,0.92,3,0,FALSE,FALSE,TRUE,Urban,1
S77753,3.91,0.182,0,15.8,0.92,4,15.8,0.04,47,3,TRUE,FALSE,TRUE,Urban,0
S78196,2.16,-0.330,2,9.2,0.56,2,1.2,0.58,9,0,FALSE,FALSE,FALSE,Urban,1
S84751,3.53,0.041,0,15.8,1.00,5,18.8,0.07,32,3,TRUE,FALSE,TRUE,Rural,0
S39557,3.93,0.006,0,15.9,0.90,5,20.2,0.02,27,3,TRUE,TRUE,FALSE,Rural,0
S44008,1.30,-0.128,3,14.5,0.75,2,0.7,0.49,2,1,FALSE,FALSE,FALSE,Urban,1
S73182,3.23,0.075,0,16.9,0.94,5,15.5,0.01,39,3,TRUE,FALSE,FALSE,Urban,0
S98006,1.47,-0.483,3,14.1,0.42,2,1.0,0.83,2,0,FALSE,FALSE,FALSE,Urban,1
S56225,3.68,0.281,0,15.9,0.95,4,21.4,0.05,42,1,TRUE,TRUE,TRUE,Rural,0
S94349,3.68,0.155,0,17.2,0.92,5,19.1,0.07,34,3,TRUE,FALSE,FALSE,Urban,0
S65955,2.50,0.135,2,18.0,0.89,4,5.3,0.35,30,2,FALSE,TRUE,TRUE,Urban,0
S12766,2.90,-0.058,0,17.4,0.71,2,7.1,0.11,13,2,TRUE,FALSE,TRUE,Urban,0
S90615,2.18,-0.249,3,12.0,0.53,2,1.3,0.96,6,0,FALSE,TRUE,TRUE,Rural,1
S77326,3.16,-0.183,2,17.6,0.82,3,15.5,0.07,34,2,TRUE,FALSE,TRUE,Urban,0
S22849,3.56,0.091,0,16.1,0.94,4,23.1,0.05,27,1,TRUE,FALSE,FALSE,Urban,0
S82586,1.26,-0.263,1,11.3,0.45,1,2.0,0.88,4,1,FALSE,TRUE,FALSE,Urban,1
S70215,1.02,-0.107,2,12.2,0.68,2,1.0,0.52,1,1,FALSE,TRUE,TRUE,Urban,0
S61806,3.11,-0.042,1,15.0,0.93,3,15.3,0.39,11,3,FALSE,FALSE,TRUE,Rural,0
S68553,2.39,0.104,0,16.5,0.82,2,16.3,0.26,24,1,FALSE,TRUE,FALSE,Urban,0
S87209,3.93,0.023,0,16.6,0.94,4,17.4,0.02,34,1,TRUE,TRUE,FALSE,Rural,0
S16044,2.24,-0.070,0,14.5,0.90,4,19.6,0.39,20,4,TRUE,TRUE,FALSE,Rural,1
S29833,1.77,-0.202,1,11.0,0.45,3,3.2,0.47,3,0,FALSE,FALSE,FALSE,Rural,1
S95585,1.16,-0.424,4,10.0,0.57,3,7.4,0.90,2,0,FALSE,TRUE,TRUE,Urban,1
S72814,3.52,0.272,0,15.7,0.96,5,24.2,0.07,51,1,TRUE,TRUE,TRUE,Urban,0
S82423,2.70,-0.126,0,14.4,0.85,2,14.8,0.14,16,1,TRUE,FALSE,TRUE,Urban,0
S10547,2.66,0.114,1,15.9,0.82,3,16.0,0.31,34,4,TRUE,TRUE,FALSE,Urban,0
S56260,1.39,-0.106,2,14.1,0.63,3,4.7,0.81,2,1,FALSE,FALSE,TRUE,Rural,1
S14790,2.75,-0.068,0,14.5,0.87,4,12.9,0.25,33,4,TRUE,TRUE,TRUE,Rural,0
S11460,3.36,-0.086,2,14.0,0.72,4,16.5,0.09,23,1,FALSE,FALSE,TRUE,Urban,1
S69072,3.69,0.184,0,15.6,0.92,5,15.9,0.09,54,2,TRUE,FALSE,TRUE,Urban,0
S63077,3.37,-0.043,0,12.4,0.73,3,19.8,0.18,28,1,TRUE,FALSE,FALSE,Urban,0
S36730,2.72,0.196,1,13.7,0.91,4,13.4,0.25,6,4,TRUE,TRUE,FALSE,Rural,0
S35183,1.92,-0.473,1,14.0,0.79,1,7.6,0.41,0,0,FALSE,FALSE,FALSE,Rural,0
S72047,2.41,0.181,0,15.3,0.73,4,10.7,0.30,20,4,TRUE,FALSE,TRUE,Urban,0
S27369,2.26,-0.067,1,14.2,0.70,2,13.0,0.22,15,0,TRUE,TRUE,TRUE,Urban,1
S68845,3.88,0.240,0,18.0,0.92,4,21.0,0.01,37,3,TRUE,FALSE,FALSE,Rural,0
S62042,3.43,0.088,0,15.2,0.97,5,22.0,0.03,58,1,TRUE,TRUE,TRUE,Urban,0
S61057,2.34,0.110,1,16.5,0.86,2,18.2,0.05,25,4,FALSE,TRUE,FALSE,Urban,0
S70029,3.24,0.283,0,15.2,0.95,4,24.9,0.10,52,1,TRUE,FALSE,TRUE,Urban,0
S94132,2.88,-0.082,1,15.7,0.83,3,6.0,0.12,27,1,FALSE,FALSE,FALSE,Rural,1
S24650,3.86,0.035,0,15.2,0.97,5,24.6,0.00,46,2,TRUE,FALSE,TRUE,Rural,0
S95156,3.25,0.009,0,16.1,0.92,4,17.7,0.00,25,1,TRUE,TRUE,TRUE,Urban,0
S45614,2.89,-0.074,2,14.4,0.75,4,14.0,0.20,27,4,TRUE,FALSE,TRUE,Urban,0
S87995,3.73,0.061,0,17.2,1.00,4,23.8,0.03,57,3,TRUE,FALSE,TRUE,Urban,0
S43316,3.23,0.087,0,15.6,0.92,5,19.4,0.01,36,2,TRUE,FALSE,FALSE,Rural,0
S53082,3.52,0.010,0,17.6,0.94,4,22.5,0.04,49,1,TRUE,FALSE,FALSE,Rural,0
S69228,2.01,-0.229,2,14.4,0.46,3,6.3,0.79,0,0,FALSE,TRUE,TRUE,Urban,1
S93412,3.87,0.085,0,17.6,0.91,5,22.8,0.05,24,3,TRUE,TRUE,FALSE,Urban,0
S95570,3.63,0.208,0,16.2,0.90,4,24.2,0.00,36,2,TRUE,FALSE,FALSE,Urban,0
S56843,2.07,-0.352,3,12.1,0.75,3,3.2,0.44,6,0,FALSE,FALSE,TRUE,Rural,1
S42755,2.75,-0.052,1,13.1,0.91,4,6.0,0.19,32,0,TRUE,TRUE,FALSE,Urban,0
S82294,3.21,0.011,2,13.2,0.88,2,18.8,0.22,5,1,FALSE,FALSE,FALSE,Rural,0
S94393,3.41,0.157,0,18.0,1.00,4,16.1,0.01,26,1,TRUE,FALSE,TRUE,Urban,0
S69781,2.47,-0.182,1,12.3,0.85,3,18.9,0.26,9,0,TRUE,TRUE,FALSE,Rural,1
S65941,3.18,-0.063,0,15.6,0.93,2,6.1,0.42,25,4,FALSE,FALSE,FALSE,Rural,0
S22048,2.30,0.124,2,13.4,0.94,4,6.6,0.38,18,4,FALSE,TRUE,TRUE,Rural,0
S36064,3.52,0.135,0,16.1,0.99,4,21.0,0.08,20,2,TRUE,TRUE,FALSE,Rural,0
S74576,3.41,0.235,0,16.3,0.97,4,17.2,0.07,42,1,TRUE,FALSE,TRUE,Rural,0
S75218,3.22,0.151,0,15.3,0.96,5,18.3,0.10,31,1,TRUE,TRUE,FALSE,Urban,0
S52791,3.58,0.135,0,15.9,0.93,5,16.4,0.04,22,1,TRUE,FALSE,TRUE,Rural,0
S22254,2.42,0.041,2,12.5,0.74,3,17.7,0.41,22,0,TRUE,TRUE,FALSE,Rural,0
S79628,3.38,-0.096,0,12.3,0.85,2,15.3,0.43,21,3,FALSE,TRUE,FALSE,Rural,0
S63422,3.17,-0.052,2,14.1,0.83,3,9.3,0.16,15,1,TRUE,FALSE,FALSE,Rural,0
S83810,3.13,-0.103,2,14.8,0.94,3,5.7,0.32,24,4,FALSE,FALSE,TRUE,Rural,1
S64245,1.91,-0.414,2,10.8,0.52,3,3.4,0.51,9,1,FALSE,FALSE,TRUE,Urban,0
S42986,3.15,-0.136,0,14.8,0.90,2,13.3,0.10,7,1,FALSE,TRUE,FALSE,Rural,0
S16373,2.70,-0.095,1,18.0,0.88,2,17.5,0.14,32,1,FALSE,FALSE,FALSE,Rural,0
S10708,3.39,0.110,2,12.5,0.72,4,11.5,0.24,9,0,TRUE,FALSE,TRUE,Rural,0
S69472,3.83,0.243,0,16.4,0.96,4,15.9,0.08,42,1,TRUE,FALSE,TRUE,Rural,0
S60538,2.93,0.061,1,13.7,0.75,4,8.3,0.37,33,0,FALSE,FALSE,TRUE,Urban,1
S94814,3.69,0.191,0,15.4,0.99,4,23.5,0.04,36,2,TRUE,FALSE,TRUE,Rural,0
S33341,1.72,-0.398,2,14.1,0.56,2,4.6,0.95,0,1,FALSE,FALSE,TRUE,Rural,0
S69667,3.92,0.250,0,15.9,0.96,4,23.4,0.02,31,1,TRUE,TRUE,TRUE,Rural,0
S75674,3.33,0.009,0,16.8,0.92,5,21.8,0.06,40,3,TRUE,TRUE,TRUE,Rural,0
S61079,3.38,0.174,2,12.7,0.82,2,17.4,0.13,33,0,FALSE,TRUE,TRUE,Urban,0
S74322,3.81,0.040,0,17.8,0.95,5,15.6,0.04,35,1,TRUE,TRUE,FALSE,Urban,0
S24706,3.35,0.131,0,17.0,0.91,5,24.2,0.03,35,3,TRUE,TRUE,TRUE,Rural,0
S40209,3.44,0.012,0,16.0,0.96,4,19.7,0.10,28,1,TRUE,TRUE,FALSE,Urban,0
S92756,3.38,0.026,1,13.2,0.76,4,19.2,0.15,19,0,TRUE,TRUE,FALSE,Urban,1
S68347,1.74,-0.437,2,12.5,0.42,2,6.6,0.52,5,1,FALSE,FALSE,TRUE,Rural,1
S79215,1.73,-0.449,3,10.7,0.59,2,6.0,0.66,9,1,FALSE,TRUE,FALSE,Urban,1
S30432,3.28,-0.096,0,15.3,0.83,4,17.9,0.31,22,4,FALSE,FALSE,TRUE,Urban,0
S19314,3.77,0.204,0,17.5,0.99,4,17.5,0.06,31,3,TRUE,FALSE,FALSE,Rural,0
S61473,3.94,0.026,0,17.7,0.97,5,19.5,0.10,29,2,TRUE,TRUE,FALSE,Rural,0
S82990,3.74,0.094,0,15.5,1.00,4,19.5,0.04,36,3,TRUE,TRUE,TRUE,Urban,0
S12207,2.68,0.146,1,12.7,0.89,2,10.1,0.08,31,0,FALSE,TRUE,FALSE,Urban,0
S41508,1.36,-0.302,4,14.0,0.43,3,0.9,0.75,4,1,FALSE,FALSE,TRUE,Rural,0
S10758,3.93,0.270,0,15.1,0.98,5,23.8,0.04,30,1,TRUE,TRUE,FALSE,Rural,0
S57325,3.52,0.208,0,17.3,0.97,5,17.0,0.04,44,3,TRUE,FALSE,TRUE,Urban,0
S91410,3.85,0.050,0,15.2,1.00,4,24.3,0.10,59,1,TRUE,FALSE,FALSE,Rural,0
S38607,3.30,-0.108,1,13.0,0.81,3,13.7,0.45,19,1,FALSE,FALSE,FALSE,Rural,0
S47616,3.47,0.142,0,16.0,0.92,5,24.1,0.05,41,2,TRUE,TRUE,TRUE,Urban,0
S54509,3.40,0.055,0,15.7,0.92,5,16.7,0.08,27,1,TRUE,FALSE,TRUE,Urban,0
S12046,3.17,0.180,2,16.7,0.74,2,12.1,0.28,8,3,TRUE,TRUE,TRUE,Rural,0
S80784,2.96,-0.176,0,15.8,0.92,2,16.5,0.29,33,0,FALSE,TRUE,FALSE,Rural,0
S29901,2.81,-0.159,1,17.7,0.92,3,10.2,0.38,13,1,TRUE,FALSE,TRUE,Rural,0
S57545,2.47,-0.014,1,14.0,0.79,3,10.1,0.28,8,1,TRUE,TRUE,FALSE,Urban,0
S11488,2.30,0.036,2,16.9,0.72,4,6.6,0.42,23,4,FALSE,FALSE,FALSE,Urban,0
S78914,3.90,0.020,0,15.4,0.94,5,17.5,0.07,40,1,TRUE,TRUE,FALSE,Urban,0
S11904,1.22,-0.397,1,13.1,0.79,3,7.5,0.75,7,0,FALSE,FALSE,TRUE,Urban,0
S61286,2.17,-0.274,1,13.7,0.49,2,3.9,0.98,4,1,FALSE,TRUE,FALSE,Urban,1
S60115,3.42,0.283,0,15.6,0.96,4,15.9,0.07,39,2,TRUE,TRUE,TRUE,Rural,0
S18959,3.27,0.082,2,17.4,0.93,4,16.8,0.21,7,2,FALSE,TRUE,TRUE,Urban,0
S12920,3.99,0.276,0,15.5,1.00,5,16.4,0.05,38,2,TRUE,FALSE,TRUE,Urban,0
S46894,3.45,0.123,0,16.9,0.97,5,18.2,0.02,59,2,TRUE,FALSE,FALSE,Rural,0
S70616,2.56,-0.184,1,13.2,0.72,4,19.6,0.15,33,2,TRUE,FALSE,FALSE,Urban,0
S38259,3.58,0.196,0,17.5,0.91,4,17.6,0.02,43,3,TRUE,FALSE,TRUE,Urban,0
S84099,1.36,-0.302,1,12.0,0.79,2,4.4,0.63,9,1,FALSE,FALSE,FALSE,Rural,1
S59058,3.94,0.075,0,15.2,0.96,5,24.4,0.06,34,2,TRUE,TRUE,FALSE,Urban,0
S88389,3.08,0.134,0,13.4,0.71,2,16.0,0.23,30,2,TRUE,TRUE,TRUE,Rural,1
S39678,3.66,0.109,0,16.1,0.94,5,24.6,0.09,22,1,TRUE,TRUE,FALSE,Rural,0
S66082,2.82,0.169,2,12.9,0.90,3,12.0,0.41,13,1,TRUE,FALSE,TRUE,Urban,0
S86075,3.06,-0.141,1,17.8,0.82,4,12.5,0.36,5,2,FALSE,TRUE,FALSE,Urban,0
S25673,2.20,-0.419,2,9.5,0.56,3,7.1,0.80,5,1,FALSE,TRUE,TRUE,Rural,1
S99678,2.57,0.174,0,15.7,0.90,3,10.0,0.11,26,3,FALSE,FALSE,TRUE,Rural,1
S29031,3.36,0.170,0,16.9,0.93,4,15.8,0.05,48,1,TRUE,TRUE,FALSE,Urban,0
S60670,3.86,0.025,0,17.6,0.97,5,22.1,0.05,34,1,TRUE,FALSE,FALSE,Urban,0
S98809,3.95,0.287,0,16.5,0.96,4,18.1,0.05,53,3,TRUE,FALSE,FALSE,Rural,0
S99130,3.01,0.145,0,12.3,0.91,3,7.0,0.20,20,4,FALSE,FALSE,TRUE,Urban,0
S38572,2.81,0.046,0,17.1,0.72,4,5.1,0.31,16,4,TRUE,TRUE,TRUE,Rural,0
S98762,1.91,-0.495,3,12.6,0.64,2,4.8,0.97,9,1,FALSE,FALSE,FALSE,Urban,1
S65754,3.81,0.094,0,17.7,0.98,5,24.3,0.04,41,1,TRUE,FALSE,FALSE,Rural,0
S26720,3.62,0.292,0,17.7,0.92,4,19.1,0.02,51,1,TRUE,TRUE,TRUE,Urban,0
S20254,2.55,-0.026,0,17.2,0.89,2,9.7,0.32,30,1,FALSE,TRUE,TRUE,Urban,0
S98234,3.97,0.242,0,16.0,0.91,4,21.9,0.10,53,1,TRUE,FALSE,FALSE,Rural,0
S50896,2.58,-0.098,2,13.9,0.89,2,8.3,0.33,30,1,FALSE,FALSE,FALSE,Urban,1
S58463,3.48,0.067,0,17.6,0.96,5,19.8,0.01,30,2,TRUE,FALSE,TRUE,Urban,0
S95173,2.72,-0.030,2,16.7,0.91,4,5.7,0.28,27,1,FALSE,TRUE,FALSE,Rural,0
S96259,3.79,0.066,0,15.8,0.98,4,19.5,0.01,58,2,TRUE,FALSE,TRUE,Rural,0
S66401,3.37,0.058,0,16.4,0.97,5,23.3,0.06,24,3,TRUE,TRUE,TRUE,Urban,0
S10147,3.19,-0.193,1,16.3,0.92,3,10.2,0.42,9,1,TRUE,TRUE,FALSE,Rural,0
S37196,2.76,-0.029,1,14.9,0.70,4,12.6,0.33,25,0,TRUE,TRUE,FALSE,Rural,0
S68050,1.42,-0.405,1,9.3,0.71,1,3.2,0.96,2,1,FALSE,FALSE,FALSE,Rural,1
S53318,2.63,0.057,1,15.5,0.79,2,13.2,0.11,24,2,FALSE,TRUE,TRUE,Rural,0
S94088,3.33,0.045,0,17.5,0.98,5,22.1,0.06,33,1,TRUE,FALSE,TRUE,Rural,0
S36738,2.29,0.118,1,15.1,0.78,4,12.3,0.33,32,3,FALSE,TRUE,FALSE,Urban,0
S94760,3.93,0.050,0,16.0,0.97,5,17.4,0.06,53,1,TRUE,TRUE,FALSE,Urban,0
S93819,1.19,-0.234,3,9.3,0.64,1,0.5,0.46,6,0,FALSE,FALSE,TRUE,Urban,1
S90301,2.51,-0.030,0,17.3,0.85,3,18.1,0.14,22,4,TRUE,TRUE,TRUE,Urban,0
S67656,3.72,0.090,0,16.5,0.98,5,22.5,0.00,22,1,TRUE,FALSE,FALSE,Rural,0
S28942,2.94,0.099,0,13.1,0.95,4,12.6,0.23,7,1,TRUE,TRUE,FALSE,Rural,0
S69495,1.33,-0.329,4,13.1,0.44,2,0.3,0.61,3,0,FALSE,FALSE,TRUE,Urban,1
S50002,1.18,-0.464,1,9.8,0.59,1,6.2,0.98,0,1,FALSE,FALSE,TRUE,Urban,1
S30910,3.67,0.125,0,15.6,0.92,5,24.8,0.02,32,1,TRUE,TRUE,TRUE,Urban,0
S83033,3.20,0.163,0,15.0,0.91,4,24.7,0.01,45,1,TRUE,TRUE,FALSE,Rural,0
S17496,3.97,0.073,0,16.8,0.91,4,15.2,0.09,50,1,TRUE,TRUE,FALSE,Urban,0
S68316,2.97,0.185,1,17.2,0.87,2,17.5,0.21,6,0,TRUE,FALSE,TRUE,Urban,0
S23618,3.20,0.081,0,13.0,0.84,3,14.6,0.34,34,0,FALSE,FALSE,FALSE,Rural,0
S68827,1.70,-0.353,1,10.0,0.47,2,6.5,0.61,1,0,FALSE,TRUE,FALSE,Rural,0
S66642,2.87,0.091,0,15.9,0.93,4,13.4,0.27,10,0,FALSE,TRUE,TRUE,Urban,0
S33449,3.38,0.290,0,15.0,0.95,5,19.3,0.02,39,2,TRUE,TRUE,FALSE,Rural,0
S37456,2.35,0.025,0,13.2,0.83,2,13.6,0.11,8,2,FALSE,TRUE,FALSE,Rural,0
S38059,2.92,-0.056,0,16.5,0.82,2,15.3,0.20,9,4,TRUE,TRUE,FALSE,Rural,0
S76917,1.56,-0.413,2,14.7,0.68,1,2.5,0.56,7,0,FALSE,FALSE,FALSE,Rural,1
S66559,2.99,-0.174,1,15.3,0.93,3,12.8,0.11,24,0,FALSE,FALSE,TRUE,Rural,0
S38501,3.68,0.118,0,16.5,0.95,5,23.2,0.03,59,2,TRUE,TRUE,TRUE,Urban,0
S74175,1.46,-0.483,4,12.1,0.50,3,2.0,0.58,4,1,FALSE,FALSE,TRUE,Urban,1
S44964,3.81,0.210,0,17.0,0.97,4,17.7,0.02,31,3,TRUE,TRUE,FALSE,Urban,0
S11786,3.22,0.100,0,17.7,0.94,4,23.7,0.01,46,1,TRUE,TRUE,TRUE,Rural,0
S74262,2.80,-0.165,1,13.5,0.86,3,14.5,0.20,15,2,FALSE,FALSE,FALSE,Urban,0
S45058,2.43,0.122,0,13.1,0.87,2,16.0,0.31,22,3,TRUE,FALSE,TRUE,Rural,0
S21287,3.08,-0.159,2,16.1,0.91,4,15.3,0.32,26,3,FALSE,FALSE,FALSE,Rural,1
S16098,1.83,-0.380,3,13.2,0.51,2,0.3,0.98,9,1,FALSE,FALSE,FALSE,Rural,1
S91449,1.71,-0.343,1,12.2,0.70,1,0.7,0.54,0,1,FALSE,TRUE,TRUE,Urban,1
S63337,3.09,-0.095,1,15.0,0.86,4,12.3,0.24,30,0,TRUE,TRUE,TRUE,Rural,0
S43325,2.55,0.071,0,16.3,0.92,2,19.4,0.40,26,0,FALSE,FALSE,FALSE,Urban,0
S19464,2.00,-0.211,1,13.7,0.52,1,5.0,0.80,5,1,FALSE,FALSE,FALSE,Rural,1
S62637,3.45,0.165,0,17.3,0.98,4,22.0,0.10,38,3,TRUE,TRUE,FALSE,Urban,0
S59530,3.25,0.144,2,15.9,0.83,3,18.7,0.31,34,4,FALSE,FALSE,TRUE,Urban,0
S50020,2.57,0.167,1,12.1,0.78,4,8.3,0.44,27,4,FALSE,TRUE,TRUE,Rural,0
S59958,3.22,0.169,0,15.9,0.94,5,23.6,0.05,41,1,TRUE,FALSE,FALSE,Urban,0
S92845,3.24,0.146,0,16.2,0.99,5,24.4,0.05,32,2,TRUE,FALSE,FALSE,Rural,0
S76367,3.18,0.171,2,13.4,0.86,4,13.4,0.17,8,2,FALSE,TRUE,FALSE,Rural,0
S30785,3.33,0.172,0,15.5,0.97,4,23.2,0.02,35,3,TRUE,TRUE,TRUE,Rural,0
S41255,1.95,-0.242,2,14.9,0.76,2,3.7,0.66,6,1,FALSE,FALSE,FALSE,Urban,1
